<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20161124,000000,43.1250000,43.9350000,42.6400000,43.8600000,380192
20161125,000000,43.9900000,43.9900000,42.8700000,42.9000000,391259
20161128,000000,42.8050000,42.9450000,42.2200000,42.4850000,463999
20161129,000000,42.5000000,42.6250000,42.0700000,42.5200000,295475
20161130,000000,42.3900000,42.6050000,41.7650000,42.0950000,454818
20161201,000000,41.9000000,41.9000000,41.1800000,41.4050000,442691
20161202,000000,41.0000000,41.5100000,40.4150000,41.4500000,539993
20161205,000000,41.9150000,41.9300000,41.5850000,41.5850000,170691
20161206,000000,41.7550000,41.7550000,40.3900000,40.4400000,1073887
20161207,000000,40.8400000,41.2500000,40.3000000,40.3250000,807686
20161208,000000,40.6350000,41.0300000,40.0200000,40.9500000,614133
20161209,000000,41.0000000,42.3100000,40.8750000,41.9800000,528748
20161212,000000,42.0500000,42.3200000,41.3650000,41.7550000,410306
20161213,000000,41.6000000,42.3000000,39.7000000,41.0100000,619513
20161214,000000,40.3000000,40.3900000,38.5900000,39.5400000,1852916
20161215,000000,39.7050000,40.2450000,39.5200000,39.7300000,691208
20161216,000000,39.6400000,39.7400000,39.0000000,39.3450000,833392
20161219,000000,39.2250000,40.3250000,39.2250000,40.3200000,455159
20161220,000000,40.3850000,41.0550000,40.2250000,41.0500000,459889
20161221,000000,41.0850000,41.2800000,40.2900000,40.2950000,401724
20161222,000000,40.2500000,40.6700000,40.0400000,40.2500000,339344
20161223,000000,40.2150000,40.3150000,40.0200000,40.2400000,252730
20161227,000000,40.2250000,41.0300000,40.2250000,40.8250000,190445
20161228,000000,40.8000000,40.9100000,40.4300000,40.4700000,229088
20161229,000000,40.2000000,40.9500000,40.0000000,40.7500000,209549
20161230,000000,40.6500000,40.9350000,40.6500000,40.8900000,161603
20170102,000000,40.8900000,42.1800000,40.8000000,41.8800000,323395
20170103,000000,42.1350000,42.5700000,41.8550000,42.5000000,596468
20170104,000000,42.6000000,42.7150000,41.7900000,42.3700000,415861
20170105,000000,42.2300000,42.9700000,42.1050000,42.6250000,477378
20170106,000000,41.8000000,42.3900000,41.7000000,41.8750000,369530
20170109,000000,42.6000000,43.1150000,42.3000000,42.6100000,554990
20170110,000000,42.6000000,42.8000000,41.9000000,42.2100000,312170
20170111,000000,42.1950000,42.2850000,41.7700000,41.8400000,335883
20170112,000000,42.1500000,42.1500000,41.5000000,41.6450000,371990
20170113,000000,41.7500000,41.7500000,41.1900000,41.2600000,330476
20170116,000000,41.0900000,42.7900000,40.8150000,42.5400000,603800
20170117,000000,42.4000000,42.8850000,41.9450000,42.1800000,484178
20170118,000000,42.4200000,43.0300000,42.1050000,42.9150000,340720
20170119,000000,42.9700000,44.4900000,42.8650000,44.2850000,642819
20170120,000000,44.3000000,44.4750000,43.4250000,43.8750000,538713
20170123,000000,43.7100000,43.8940000,43.3700000,43.7400000,329557
20170124,000000,43.6800000,44.0350000,43.2850000,43.9550000,258278
20170125,000000,44.3500000,44.4000000,43.9000000,44.1650000,409084
20170126,000000,44.3000000,45.1000000,44.1500000,44.8400000,448058
20170127,000000,44.9800000,45.1890000,44.6100000,45.0650000,331444
20170130,000000,45.1000000,45.8400000,44.2150000,44.6750000,628793
20170131,000000,44.6800000,45.5000000,44.6800000,44.8100000,484742
20170201,000000,44.9000000,45.4100000,44.4600000,45.0300000,407808
20170202,000000,44.9550000,45.4450000,44.8700000,45.3450000,462327
20170203,000000,45.4400000,45.7500000,45.1650000,45.5000000,322088
20170206,000000,45.5000000,45.6200000,45.2150000,45.4150000,243380
20170207,000000,45.2500000,45.6000000,45.1700000,45.3700000,330429
20170208,000000,45.3700000,45.5000000,45.0850000,45.2850000,317202
20170209,000000,45.4000000,45.5000000,44.8550000,45.1950000,443149
20170210,000000,45.4000000,45.6950000,45.3000000,45.4100000,368806
20170213,000000,45.5000000,45.9150000,45.2900000,45.7100000,263154
20170214,000000,45.8050000,46.4370000,45.7100000,46.1750000,354561
20170215,000000,46.3950000,46.3950000,45.5000000,46.0900000,321370
20170216,000000,46.2000000,46.2000000,45.4950000,45.8250000,269391
20170217,000000,45.9400000,46.0630000,45.6700000,45.7950000,223866
20170220,000000,46.0150000,46.2000000,45.7300000,45.9850000,139280
20170221,000000,45.9950000,46.4600000,45.8200000,46.3150000,290228
20170222,000000,46.4950000,46.7500000,42.7000000,45.0500000,2447151
20170223,000000,44.2250000,44.6450000,42.9000000,44.0500000,1574320
20170224,000000,43.9000000,44.0250000,43.1000000,43.5600000,481428
20170227,000000,43.5900000,43.8300000,43.4210000,43.5750000,186065
20170228,000000,43.7050000,43.8550000,43.1000000,43.6000000,250766
20170301,000000,43.7000000,44.5550000,43.3100000,44.4450000,501134
20170302,000000,44.4950000,44.7650000,44.3300000,44.5900000,268502
20170303,000000,44.4700000,44.9000000,44.2550000,44.7650000,287829
20170306,000000,44.6250000,45.4350000,44.5050000,45.0500000,227001
20170307,000000,45.1500000,45.4450000,44.9700000,45.3850000,226732
20170308,000000,45.2000000,46.4500000,45.1600000,46.0550000,626785
20170309,000000,45.7850000,46.1000000,45.3600000,45.7100000,286319
20170310,000000,46.2500000,48.2000000,46.1950000,47.8250000,1156919
20170313,000000,48.0600000,48.9800000,47.9450000,48.6600000,559658
20170314,000000,48.7750000,49.2350000,48.4500000,48.4750000,540104
20170315,000000,48.6600000,49.1000000,48.4500000,48.8850000,331109
20170316,000000,49.4600000,49.6450000,48.9500000,49.3400000,314730
20170317,000000,49.3700000,49.7950000,48.9250000,49.6700000,588408
20170320,000000,49.5450000,49.6750000,48.8900000,49.3800000,300420
20170321,000000,49.6000000,49.9000000,48.8950000,49.0700000,340576
20170322,000000,48.4000000,48.9500000,47.9000000,48.8850000,540490
20170323,000000,48.7900000,48.8500000,48.4500000,48.7250000,428843
20170324,000000,48.7250000,49.1250000,48.6600000,48.9600000,279471
20170327,000000,48.6850000,49.0600000,48.3750000,48.8350000,303782
20170328,000000,49.0400000,50.3200000,48.9450000,50.1200000,431399
20170329,000000,50.2100000,50.5600000,49.8000000,50.4700000,415162
20170330,000000,50.5400000,51.5800000,50.3300000,51.3900000,478403
20170331,000000,51.3900000,51.9000000,50.8000000,51.6600000,397576
20170403,000000,52.3200000,52.3200000,51.0900000,51.6700000,488848
20170404,000000,51.5000000,52.2700000,51.5000000,52.0400000,413811
20170405,000000,51.8600000,52.2100000,51.4500000,51.8700000,409543
20170406,000000,51.9000000,52.6500000,51.6600000,52.5500000,454961
20170407,000000,52.5000000,53.3700000,52.1100000,53.2500000,467301
20170410,000000,53.5000000,53.8000000,53.2400000,53.7000000,368571
20170411,000000,53.4900000,53.5390000,52.9300000,52.9300000,369562
20170412,000000,53.3300000,53.6600000,53.0200000,53.4000000,195859
20170413,000000,53.3200000,53.4500000,53.1500000,53.3000000,56575
20170418,000000,53.4900000,53.7400000,52.9000000,53.1100000,532886
20170419,000000,52.9200000,53.7100000,51.8500000,53.2600000,387010
20170420,000000,53.0900000,53.0900000,52.1300000,52.5200000,376652
20170421,000000,52.4000000,53.2200000,51.8600000,52.0800000,538850
20170424,000000,53.0600000,54.0300000,53.0300000,53.7100000,431466
20170425,000000,53.6700000,53.9800000,53.2000000,53.2200000,255613
20170426,000000,53.3800000,53.9300000,53.1400000,53.8700000,396730
20170427,000000,53.9300000,53.9300000,52.9800000,53.4600000,346157
20170428,000000,53.6300000,54.2900000,53.5500000,54.1900000,478110
20170502,000000,54.5000000,54.9900000,54.2900000,54.8100000,253797
20170503,000000,54.9100000,54.9500000,53.3400000,53.5400000,378610
20170504,000000,53.8900000,54.9500000,53.4000000,54.6700000,387505
20170505,000000,54.6500000,54.9000000,54.3100000,54.7200000,268891
20170508,000000,54.9400000,55.2200000,54.4210000,55.0400000,312750
20170509,000000,55.3000000,55.3700000,54.7800000,55.2600000,202488
20170510,000000,55.2100000,55.8390000,55.0900000,55.5500000,206581
20170511,000000,56.0000000,56.0700000,55.3600000,55.7700000,222229
20170512,000000,55.8500000,56.2700000,55.2100000,55.6600000,255275
20170515,000000,56.0000000,56.2400000,55.7000000,56.0000000,217662
20170516,000000,56.2200000,56.2400000,54.8900000,55.3800000,341789
20170517,000000,55.2900000,55.9200000,54.8100000,54.9300000,318546
20170518,000000,52.8500000,55.8200000,51.3500000,55.4500000,1734315
20170519,000000,56.0500000,57.6500000,55.9100000,56.9600000,628653
20170522,000000,57.4000000,57.5700000,55.9800000,56.5700000,451080
20170523,000000,56.5300000,56.8500000,56.2200000,56.7000000,248425
20170524,000000,56.6500000,57.4400000,56.5000000,57.4300000,235343
20170525,000000,57.8000000,58.8800000,57.4700000,58.6800000,290482
20170526,000000,58.7000000,58.8700000,58.2400000,58.6200000,265168
20170529,000000,58.6500000,58.9200000,58.3310000,58.6800000,221290
20170530,000000,58.6000000,59.1200000,58.5200000,58.7800000,295450
20170531,000000,58.9900000,59.7100000,58.6700000,59.3500000,314002
20170601,000000,59.4200000,60.2500000,59.4100000,59.6600000,283019
20170602,000000,60.1000000,60.4300000,59.5800000,60.3300000,176523
20170606,000000,60.1300000,60.3800000,59.7700000,60.3000000,316225
20170607,000000,60.3300000,60.4990000,59.4000000,59.5090000,238129
20170608,000000,59.7400000,60.0200000,59.6300000,59.9000000,184028
20170609,000000,59.9000000,60.2000000,59.4700000,59.7500000,215624
20170612,000000,59.3100000,59.4300000,56.4600000,57.4500000,557011
20170613,000000,57.7600000,59.0690000,57.7500000,58.9400000,324974
20170614,000000,59.1700000,60.0100000,59.0700000,59.2400000,256865
20170615,000000,59.1200000,59.4300000,58.5200000,59.3900000,267766
20170616,000000,59.5500000,60.7500000,59.5500000,60.2900000,437100
20170619,000000,60.7100000,60.9000000,59.7600000,60.3200000,298944
20170620,000000,60.5500000,60.6900000,60.2700000,60.4300000,224475
20170621,000000,60.3500000,60.3500000,59.7700000,60.0200000,267080
20170622,000000,60.0000000,60.8000000,59.5500000,60.1100000,357336
20170623,000000,60.0000000,60.2900000,57.7800000,58.1600000,426438
20170626,000000,58.1800000,59.0600000,57.9500000,58.7000000,258460
20170627,000000,58.5200000,58.5300000,57.2500000,57.4600000,342647
20170628,000000,56.9800000,57.0200000,55.5900000,56.6800000,343214
20170629,000000,57.0100000,57.2000000,55.6000000,55.6700000,338079
20170630,000000,55.5100000,56.7500000,55.2500000,55.6900000,367659
20170703,000000,56.2600000,57.9900000,56.2600000,57.3600000,400666
20170704,000000,57.2000000,62.5000000,56.6200000,61.4100000,1390748
20170705,000000,62.9900000,63.1000000,59.8500000,59.9800000,940524
20170706,000000,60.4000000,61.2400000,59.6200000,60.8300000,473557
20170707,000000,60.8500000,61.4400000,60.5800000,61.0500000,269772
20170710,000000,62.0000000,62.5700000,61.3200000,62.3900000,390723
20170711,000000,63.2000000,65.1000000,62.5000000,64.1300000,1188037
20170712,000000,64.7300000,65.6600000,64.3100000,65.3800000,517889
20170713,000000,65.7600000,66.4200000,64.5500000,65.1900000,553568
20170714,000000,65.1300000,65.3000000,64.6500000,65.2200000,175332
20170717,000000,65.5500000,65.7000000,64.2700000,65.1200000,299842
20170718,000000,65.1900000,65.3000000,63.8100000,63.9500000,413681
20170719,000000,63.2700000,64.0100000,62.2100000,63.7100000,374772
20170720,000000,63.9900000,64.2000000,63.3000000,64.1000000,374917
20170721,000000,64.5600000,65.5000000,63.2900000,64.0600000,362276
20170724,000000,64.1100000,64.1700000,62.9000000,62.9900000,192567
20170725,000000,63.3000000,63.7200000,62.5700000,63.0000000,373260
20170726,000000,63.2300000,64.0600000,63.1500000,63.5500000,231690
20170727,000000,64.0000000,64.9300000,63.5700000,64.7000000,291270
20170728,000000,64.5000000,64.8900000,63.8000000,64.6700000,240720
20170731,000000,64.6400000,65.2000000,64.5000000,64.8900000,217570
20170801,000000,64.6400000,65.1000000,63.7700000,64.1800000,393149
20170802,000000,64.8200000,66.1100000,64.6500000,65.1200000,448885
20170803,000000,65.4600000,65.4600000,64.5600000,64.5800000,272270
20170804,000000,65.0000000,65.8900000,64.7800000,65.8000000,215196
20170807,000000,66.1500000,66.3600000,65.4500000,66.1800000,251696
20170808,000000,66.3000000,66.5200000,65.8500000,66.3600000,131451
20170809,000000,66.3500000,67.6300000,63.7900000,67.5000000,386927
20170810,000000,67.6700000,67.7000000,66.7900000,67.0300000,368113
20170811,000000,66.6000000,67.7200000,66.3900000,67.2900000,420390
20170814,000000,67.8600000,68.3600000,67.8200000,68.2100000,285278
20170815,000000,68.7100000,69.2500000,68.1400000,68.5100000,246093
20170816,000000,69.1100000,69.1100000,68.3800000,68.7000000,377431
20170817,000000,68.8300000,69.4900000,67.5000000,68.9600000,486084
20170818,000000,68.7500000,69.1600000,68.2500000,68.9700000,398391
20170821,000000,68.9000000,68.9100000,67.8800000,68.4100000,186622
20170822,000000,68.8600000,69.1700000,68.3800000,69.1000000,234893
20170823,000000,69.1900000,69.3500000,68.6700000,68.9800000,256219
20170824,000000,69.3000000,69.9800000,68.8000000,69.3200000,275678
20170825,000000,69.4000000,70.3000000,69.1200000,69.9000000,344556
20170828,000000,69.5200000,69.8400000,68.6100000,69.4200000,286547
20170829,000000,68.9000000,69.3500000,67.7300000,68.3100000,340393
20170830,000000,68.9800000,69.7500000,68.8600000,69.5300000,194443
20170831,000000,70.0000000,72.0400000,70.0000000,71.6500000,494023
20170901,000000,71.9900000,72.5400000,71.5300000,71.8700000,365184
20170904,000000,71.5000000,71.7600000,70.6400000,71.2100000,150796
20170905,000000,71.3200000,71.9400000,71.1100000,71.5000000,208022
20170906,000000,71.4800000,72.1000000,71.0500000,71.2200000,215094
20170907,000000,71.6800000,71.8900000,71.1100000,71.8200000,167805
20170908,000000,71.3600000,72.2500000,71.3400000,71.9600000,145287
20170911,000000,72.2500000,72.7300000,72.1100000,72.2700000,262106
20170912,000000,72.7500000,73.0300000,72.3500000,72.4900000,225045
20170913,000000,72.0000000,72.8000000,71.9100000,72.6500000,220493
20170914,000000,72.7000000,72.9600000,72.1300000,72.8400000,393736
20170915,000000,72.5800000,73.2300000,72.5500000,72.8000000,306230
20170918,000000,72.8800000,73.4400000,72.7400000,73.2400000,220110
20170919,000000,73.3500000,74.8300000,73.2400000,74.4400000,403736
20170920,000000,74.4900000,74.8300000,74.1300000,74.7700000,240700
20170921,000000,74.9800000,75.4700000,74.2000000,75.1000000,352549
20170922,000000,75.3000000,75.5700000,74.6800000,75.2100000,329039
20170925,000000,75.0000000,75.6800000,74.8200000,75.5100000,286312
20170926,000000,76.0000000,76.0100000,75.1500000,75.8100000,251810
20170927,000000,75.9500000,76.5300000,75.6300000,76.4800000,319095
20170928,000000,76.6900000,77.1700000,76.3200000,77.1000000,321379
20170929,000000,77.4000000,77.6700000,76.7400000,77.4000000,225134
20171002,000000,77.3500000,78.0100000,76.9200000,78.0000000,297005
20171004,000000,79.5000000,79.8700000,79.0000000,79.5700000,416302
20171005,000000,79.7000000,79.8700000,78.2400000,78.5900000,379379
20171006,000000,78.9300000,79.2300000,78.1500000,78.5800000,327970
20171009,000000,79.0900000,79.3900000,78.9800000,79.2800000,231132
20171010,000000,79.4800000,80.3200000,79.4300000,80.0000000,304450
20171011,000000,80.5500000,80.6900000,80.1100000,80.2300000,306087
20171012,000000,80.7500000,80.9800000,80.2100000,80.5900000,285628
20171013,000000,80.6100000,81.5500000,80.0300000,81.2600000,448288
20171016,000000,81.4500000,81.9500000,81.2600000,81.7700000,264755
20171017,000000,82.0000000,82.8200000,81.6000000,81.7100000,404017
20171018,000000,81.8400000,82.2900000,81.5300000,82.0600000,370047
20171019,000000,82.6000000,82.9200000,80.2200000,81.2700000,542424
20171020,000000,81.8000000,81.9900000,77.6000000,80.0900000,933472
20171023,000000,80.0100000,80.6900000,79.4800000,80.6900000,426370
20171024,000000,80.6100000,81.1400000,77.8000000,78.6600000,474974
20171025,000000,78.1200000,79.1000000,76.9200000,78.1700000,405159
20171026,000000,78.8700000,82.9900000,78.8400000,82.8200000,688643
20171027,000000,84.8900000,86.0400000,83.5500000,84.6600000,686898
20171030,000000,85.1000000,85.5100000,84.4500000,84.5800000,421012
20171101,000000,85.6500000,86.6800000,85.3300000,86.1800000,455721
20171102,000000,86.4000000,86.8100000,84.4000000,84.5700000,383995
20171103,000000,84.8000000,85.5300000,84.6700000,85.4000000,295546
20171106,000000,85.5800000,85.9800000,85.3200000,85.6600000,188267
20171107,000000,86.1900000,86.4400000,85.0400000,85.5400000,324567
20171108,000000,81.0000000,83.4900000,79.5000000,82.6400000,2184730
20171109,000000,82.8500000,83.5700000,80.5000000,81.2900000,407089
20171110,000000,81.1900000,82.9200000,81.0000000,82.3200000,358719
20171113,000000,83.0100000,83.6400000,81.0400000,83.2300000,376959
20171114,000000,84.1800000,85.3900000,83.4000000,83.9100000,779205
20171115,000000,83.9100000,84.3100000,80.2600000,81.4900000,670640
20171116,000000,83.5800000,85.4400000,82.4900000,85.0400000,663022
20171117,000000,85.9900000,88.1300000,85.5500000,87.8900000,845799
20171120,000000,87.1200000,88.2900000,85.7500000,87.8500000,437851
20171121,000000,87.9700000,88.8800000,87.4100000,88.2000000,300893
20171122,000000,88.5000000,88.8300000,86.7600000,86.9100000,437249
20171123,000000,86.9300000,88.2100000,86.1000000,87.5700000,209046
20171124,000000,87.6700000,87.9300000,86.8600000,86.9300000,169951
20171127,000000,87.2000000,88.6700000,86.9900000,88.2900000,373477
20171128,000000,88.4300000,89.8000000,88.4300000,89.1700000,450204
20171129,000000,89.9900000,91.9700000,86.2500000,86.3700000,599566
20171130,000000,86.9800000,90.5100000,85.7500000,89.2900000,1454616
20171201,000000,90.2200000,90.4500000,88.0900000,89.2100000,661061
20171204,000000,90.7500000,91.6100000,89.5800000,91.0800000,924975
20171205,000000,91.2200000,91.4300000,88.7600000,89.9400000,1037411
20171206,000000,89.2000000,90.2700000,88.4200000,89.7800000,717242
20171207,000000,90.3100000,90.4900000,88.7600000,89.9600000,438220
20171208,000000,90.8700000,91.0900000,88.2500000,89.4300000,631092
20171211,000000,90.1000000,90.1000000,86.3800000,88.5000000,646502
20171212,000000,89.0000000,90.0500000,88.6600000,88.9900000,475118
20171213,000000,90.0000000,91.6800000,88.6700000,91.3000000,503826
20171214,000000,91.5800000,92.3800000,91.1000000,91.8700000,427189
20171215,000000,92.2600000,92.3400000,90.8400000,92.0000000,357414
20171218,000000,92.6500000,93.4000000,92.0300000,93.2800000,310716
20171219,000000,93.5200000,93.7100000,92.6700000,93.6100000,434970
20171220,000000,93.9000000,94.6000000,92.8500000,93.5800000,326851
20171221,000000,93.9200000,94.4000000,93.1000000,93.5300000,287203
20171222,000000,93.7500000,94.2000000,92.6600000,93.9000000,241443
20171227,000000,94.0000000,94.1300000,93.1400000,93.7500000,210597
20171228,000000,93.4700000,93.7000000,92.6000000,92.9400000,168506
20171229,000000,93.2700000,93.5500000,92.8200000,93.0700000,208952
20180102,000000,93.3800000,93.5400000,91.0800000,93.1000000,269275
20180103,000000,93.5600000,96.6400000,93.3800000,95.7200000,431446
20180104,000000,96.9600000,98.9000000,96.3600000,96.9400000,414541
20180105,000000,97.9000000,99.5600000,97.6000000,99.2800000,361977
20180108,000000,104.9500000,106.5500000,101.5500000,105.8000000,1026643
20180109,000000,107.0000000,107.1500000,103.7500000,105.0500000,690045
20180110,000000,104.3000000,104.7500000,102.2500000,103.3000000,630630
20180111,000000,103.7000000,106.6500000,103.3000000,104.7500000,447366
20180112,000000,105.1500000,105.7500000,103.6000000,105.0000000,298767
20180115,000000,105.1000000,105.4500000,103.7000000,104.8000000,304169
20180116,000000,104.8500000,105.3000000,103.3500000,104.7500000,372623
20180117,000000,104.4500000,105.7500000,103.6000000,105.0500000,359907
20180118,000000,106.0000000,110.1500000,105.7000000,109.4500000,586905
20180119,000000,110.0000000,111.0000000,108.7000000,109.9500000,403578
20180122,000000,110.6500000,110.7500000,107.5000000,108.0000000,501833
20180123,000000,109.1000000,110.3500000,95.3000000,103.6500000,2516898
20180124,000000,102.9500000,103.1000000,97.6800000,99.6000000,927418
20180125,000000,96.3800000,102.1000000,95.8000000,98.6800000,1055510
20180126,000000,98.5000000,98.9400000,93.6000000,97.2800000,1125633
20180129,000000,100.0000000,101.2000000,97.7800000,98.2600000,791445
20180130,000000,98.0000000,101.8500000,97.9000000,99.2400000,614765
20180131,000000,98.8800000,102.0000000,98.8800000,100.1500000,527921
20180201,000000,101.0000000,101.4000000,97.2200000,98.3400000,538969
20180202,000000,98.1000000,98.3400000,95.5000000,96.1400000,455882
20180205,000000,93.4600000,94.8600000,92.2400000,93.8000000,696206
20180206,000000,88.0600000,90.9200000,85.3800000,89.8000000,1378109
20180207,000000,91.3800000,93.2200000,90.3600000,92.7600000,590178
20180208,000000,92.2000000,93.5400000,89.2400000,89.2800000,610204
20180209,000000,88.8400000,91.0800000,88.4600000,89.3600000,525364
20180212,000000,90.9800000,92.4800000,90.7000000,91.9000000,543867
20180213,000000,91.5600000,92.6000000,90.1200000,90.2200000,341575
20180214,000000,91.6000000,94.6800000,91.5000000,94.4800000,593033
20180215,000000,97.4400000,98.4600000,96.1600000,98.0600000,719760
20180216,000000,99.1000000,99.7800000,97.8000000,99.4400000,416257
20180219,000000,100.1500000,100.4000000,97.3800000,97.8400000,225496
20180220,000000,97.5400000,100.4000000,96.7400000,100.0500000,478465
20180221,000000,99.9800000,100.9000000,98.8200000,100.7000000,262123
20180222,000000,99.5000000,100.7000000,98.7600000,100.6500000,343810
20180223,000000,100.8000000,100.8500000,97.6400000,98.5000000,281000
20180226,000000,99.9800000,100.2000000,98.2800000,99.2000000,249316
20180227,000000,100.8500000,100.9000000,97.7200000,97.8400000,350754
20180228,000000,97.8800000,99.1400000,97.7600000,98.9800000,196265
20180301,000000,98.2400000,98.3000000,94.2200000,94.3800000,505049
20180302,000000,93.0600000,93.9400000,91.2800000,91.6400000,538187
20180305,000000,90.7600000,94.0200000,89.1400000,93.6200000,395105
20180306,000000,96.9600000,97.2200000,94.3600000,94.4600000,337590
20180307,000000,94.1400000,96.0800000,93.1200000,95.7000000,284157
20180308,000000,97.7000000,100.5000000,96.8200000,99.7800000,459742
20180309,000000,99.4400000,102.1000000,99.3800000,101.9500000,424715
20180312,000000,103.3000000,104.3000000,101.6500000,102.2000000,284160
20180313,000000,103.5000000,104.7500000,102.2500000,102.8000000,453039
20180314,000000,102.8000000,103.9000000,99.6400000,101.7000000,356884
20180315,000000,102.6500000,103.3000000,101.1000000,102.5500000,253347
20180316,000000,101.6000000,102.5000000,99.0400000,99.9200000,415630
20180319,000000,99.0200000,100.9000000,98.6600000,98.9200000,280864
20180320,000000,99.0800000,101.4000000,98.3200000,101.2500000,363839
20180321,000000,101.3500000,101.3500000,98.5800000,98.9200000,279277
20180322,000000,98.1000000,99.7400000,94.9200000,95.9000000,415100
20180323,000000,94.2400000,96.8800000,93.8400000,95.6200000,474356
20180326,000000,95.8800000,98.7800000,93.4400000,93.7400000,315515
20180327,000000,96.7000000,96.9800000,95.0000000,96.1600000,392074
20180328,000000,94.0000000,95.1600000,93.1400000,94.4000000,376219
20180329,000000,95.0000000,96.0800000,94.2200000,96.0600000,294842
20180403,000000,94.5000000,95.1400000,93.0600000,94.2600000,328580
20180404,000000,94.2400000,95.7000000,90.9400000,93.1800000,442562
20180405,000000,95.4000000,99.1000000,94.7600000,99.0000000,384326
20180406,000000,98.3400000,98.5600000,97.3000000,98.3600000,326591
20180409,000000,99.0400000,101.3000000,99.0400000,100.8500000,327958
20180410,000000,102.9500000,103.9000000,101.2000000,102.8000000,393932
20180411,000000,103.8500000,104.0500000,101.0500000,102.8500000,367926
20180412,000000,105.0000000,107.3000000,101.5500000,105.4500000,690547
20180413,000000,108.0000000,108.0500000,104.9000000,105.8500000,431036
20180416,000000,106.2000000,107.2000000,105.0500000,105.7000000,312031
20180417,000000,105.5000000,109.0000000,105.1000000,108.6500000,403024
20180418,000000,108.8500000,110.8500000,108.3500000,110.7000000,516483
20180419,000000,111.0000000,111.8000000,109.7000000,110.4500000,389610
20180420,000000,110.6000000,110.6000000,108.0000000,110.1000000,228676
20180423,000000,110.9000000,111.7000000,109.3000000,110.0000000,335257
20180424,000000,109.6500000,110.1000000,108.1500000,109.3500000,377930
20180425,000000,108.5500000,109.2500000,105.7000000,107.6500000,406976
20180426,000000,107.9000000,110.9000000,106.7000000,110.4000000,350132
20180427,000000,111.5000000,112.4000000,110.7500000,112.1500000,357832
20180430,000000,112.8000000,113.4500000,112.1500000,113.1500000,302945
20180502,000000,113.8500000,117.2000000,113.8500000,117.0000000,571133
20180503,000000,117.2000000,117.8500000,114.9500000,116.9000000,375235
20180504,000000,118.2500000,118.8000000,117.3000000,117.7500000,247748
20180507,000000,118.4000000,119.6500000,118.2500000,119.5000000,267977
20180508,000000,119.6500000,120.2000000,118.6500000,119.9000000,332470
20180509,000000,120.4000000,121.0500000,119.7000000,120.6000000,293694
20180510,000000,120.9500000,122.0500000,120.4000000,121.4500000,203789
20180511,000000,122.0000000,122.8500000,121.3000000,122.0000000,232578
20180514,000000,122.3500000,122.9500000,121.3500000,122.6500000,342069
20180515,000000,122.5500000,123.7000000,122.0500000,123.6000000,310441
20180516,000000,125.0000000,126.3000000,121.6000000,125.9500000,606995
20180517,000000,126.5000000,128.4000000,126.0500000,127.7500000,471559
20180518,000000,128.0000000,131.3000000,127.2000000,131.1000000,509468
20180522,000000,132.6500000,133.0000000,124.1000000,126.6000000,839353
20180523,000000,126.7500000,127.7000000,125.6000000,126.6000000,404512
20180524,000000,127.3500000,131.2500000,126.7000000,127.0500000,448789
20180525,000000,128.1000000,129.6500000,127.3000000,129.1000000,358787
20180528,000000,130.6500000,133.1500000,130.3500000,132.5000000,341853
20180529,000000,131.4000000,131.4500000,129.1500000,129.7500000,397425
20180607,000000,140.5000000,140.7000000,138.8500000,139.3500000,135380
20180614,000000,153.4000000,156.3500000,152.9000000,156.1000000,358307
20180615,000000,156.7500000,158.1000000,142.5000000,149.0000000,1321685
20180618,000000,146.9500000,147.9000000,144.6000000,146.7500000,677989
20180619,000000,143.5000000,146.5000000,138.8000000,143.7000000,701611
20180620,000000,145.8500000,151.0500000,145.6000000,147.4500000,741468
20180621,000000,149.5500000,150.9500000,144.6500000,147.0000000,481620
20180622,000000,147.1500000,147.9000000,145.7000000,147.1500000,250213
20180625,000000,146.6000000,147.1000000,139.8000000,140.2500000,493991
20180626,000000,145.4000000,147.3000000,144.7500000,145.5500000,280232
20180627,000000,146.0500000,146.0500000,139.7000000,144.4000000,479464
20180628,000000,143.3000000,145.5500000,128.8000000,135.2500000,838760
20180629,000000,138.1500000,140.3000000,137.0500000,138.1000000,385544
20180702,000000,134.8000000,138.7000000,134.0000000,135.7000000,297287
20180703,000000,138.0000000,140.0000000,136.0500000,137.1500000,226062
20180704,000000,137.3500000,138.2500000,136.1000000,137.6500000,230099
20180705,000000,138.4000000,144.5500000,138.4000000,144.0000000,366082
20180706,000000,145.6500000,146.2000000,142.7000000,143.7000000,297455
20180709,000000,145.0500000,146.2500000,144.8000000,145.5000000,129788
20180710,000000,146.5500000,149.8500000,146.1500000,148.9000000,269588
20180711,000000,146.9000000,148.3000000,144.3000000,148.2000000,271997
20180712,000000,148.8500000,152.8000000,148.5000000,152.0000000,275303
20180713,000000,153.0500000,154.1000000,151.2500000,151.9000000,273038
20180716,000000,151.9500000,153.9000000,151.8000000,153.6500000,196013
20180717,000000,153.7000000,154.5000000,146.0500000,153.7500000,419993
20180718,000000,155.0000000,157.2500000,154.7000000,155.1000000,392471
20180719,000000,155.0000000,155.8500000,152.8000000,153.7000000,210083
20180720,000000,153.6500000,156.7500000,152.6000000,155.7000000,342261
20180723,000000,156.0500000,159.6500000,155.8500000,159.1000000,500704
